title,text 
Endereço de entrega ,"Fiz a compra de um Gin no Magalu ao finalizar a compra não percebi que havia feito a compra no meu antigo endereço e pra minha surpresa não consigo trocar o endereço pelo App magalu isso enum absurdo além de um transtorno pro cliente, enviei uma mensagem pedindo ajuda essa mesma mensagem que não foi respondida a mais de dois dias ou seja uma falta de compromisso com o cliente e pra minha surpresa hoje a transportadora me liga tentando fazer a entrega e que não estava conseguindo recebi um e-mail do magalu pedindo ponto de referência dizendo que não seria possível trocar o endereço como assim? Aguardo contato pela magalu "
Fogão violado ,"Comprei um fogão Electrolux no dia 17/10/2022Chegou com a embalagem violada, sem o tampo de vidro, sem os quimadores e a parte da frente toda amassada.Vai fazer 30 dias amanhã e não vieram coletar o fogão e nem estornaram o valor."
Cancelamento de compra negado dentro do prazo dos 7 dias ,"Fiz uma compra por telefone onde realizei toda pelo whatsapp, aguardei o produto chegar, chegou no sábado dia 12/11 já sinalize meu arrependimento da compra, na segunda feira dia 14/11 fui orientada para ir até a loja da minha cidade conforme o protocolo 63477731.Fui hoje até a loja e a gerente me disse que, NÃO faz o CANCELAMENTO porque a iphone não faz CANCELA, eu indaguei ela que ela estava infligido o cdc artigo 49. Disse a ela que EU não havia comprado com a iphone e sim com o magalu, mas não resolveu, ela me disse que se quisesse poderia ligar na propria iphobe e confirmar aquilo que ela estava me afirmando, então eu liguei falei com o colaborador Vitor da empresa Iphone, onde tenho a gravação e ele me afirmou que essa informação está faltando com a verdade, ele consultou o IMEI do aparelho e viu que estava dentro do prazo de arrependimento e que se eu quisesse devolver poderia sim, mas eles não podiam aceitar porque não comprei com a loja deles e que teri que tentar resolver com a loja onde adquiri o produto, estou frustrada e decepcionada com a informação que a magalu me trouxe. Por fim quero meu cancelamento por direito (Art. 49. O consumidor pode desistir do contrato, no prazo de 7 dias a contar de sua assinatura ou do ato de recebimento do produto ou serviço, sempre que a contratação de fornecimento de produtos e serviços ocorrer fora do estabelecimento comercial, especialmente por telefone ou a domicílio) da compra não se faz nem 5 dias que fiz a compra e quero exercer meu direito de arrependimento. Peço gentilmente que a direção a supervisão o pós venda da Magalu me ajude nessa situação, não quero levar para a parte jurídica,  pois tenho prints, gravação etc.. que comprovam minha compra pelo telefone.Peço que intervenha para me ajudar por favor! Grata Raquel"
Cancelamento de compra negado dentro do prazo dos 7 dias ,"Fiz uma compra por telefone onde realizei toda pelo whatsapp, aguardei o produto chegar, chegou no sábado dia 12/11 já sinalize meu arrependimento da compra, na segunda feira dia 14/11 fui orientada para ir até a loja da minha cidade conforme o protocolo 63477731.Fui hoje até a loja e a gerente me disse que, NÃO faz o CANCELAMENTO porque a iphone não faz CANCELA, eu indaguei ela que ela estava infligido o cdc artigo 49. Disse a ela que EU não havia comprado com a iphone e sim com o magalu, mas não resolveu, ela me disse que se quisesse poderia ligar na propria iphobe e confirmar aquilo que ela estava me afirmando, então eu liguei falei com o colaborador Vitor da empresa Iphone, onde tenho a gravação e ele me afirmou que essa informação está faltando com a verdade, ele consultou o IMEI do aparelho e viu que estava dentro do prazo de arrependimento e que se eu quisesse devolver poderia sim, mas eles não podiam aceitar porque não comprei com a loja deles e que teri que tentar resolver com a loja onde adquiri o produto, estou frustrada e decepcionada com a informação que a magalu me trouxe. Por fim quero meu cancelamento por direito (Art. 49. O consumidor pode desistir do contrato, no prazo de 7 dias a contar de sua assinatura ou do ato de recebimento do produto ou serviço, sempre que a contratação de fornecimento de produtos e serviços ocorrer fora do estabelecimento comercial, especialmente por telefone ou a domicílio) da compra não se faz nem 5 dias que fiz a compra e quero exercer meu direito de arrependimento. Peço gentilmente que a direção a supervisão o pós venda da Magalu me ajude nessa situação, não quero levar para a parte jurídica,  pois tenho prints, gravação etc.. que comprovam minha compra pelo telefone.Peço que intervenha para me ajudar por favor! Grata Raquel"
Compra Cancelada Pelo Aplicativo Estorno de limite não Devolvido ,Recentemente Foram Feitas 2 Compras de 2 Celulares por Engano pelo site da Magazine Luiza e Foram Canceladas imediatamente porém o Estorno do limite não Foi realizados ainda e constam parcela dos celulares nas Faturas próximas .
PRODUTO NÃO ENTREGUE,"Realizei a compra do meu produto no dia 07/11/2022, com  o prazo para a entrega no dia 11/11/2022. Porém no dia 12/11/2022 recebi um  e-mail com a nova data de entrega para o  dia 14/11/2022. O produto não foi entregue porque não havia ninguém no endereço. Na data do dia 15/11/2022 recebi um e-mail  as 19:10 falando que o  meu  produto havia sido entregue,  porém conversei com alguns moradores do prédio e ninguém recebeu o produto. Tento entrar em contato com  a empresa Magazine Luiza,  mas sem  sucesso  para saber onde o meu produto está."
Atraso e descaso ,"Fiz um pedido pelo magazine luiza,enviaram pela jadlog e nada ainda,estou registrando essa reclamação por aqui,pois via a jadlog não consigo contato."
Compras indevidas na minha conta,"Já havia acontecido com pessoas que conheço e agora aconteceu comigo. Apareceram na minha conta vários pedidos em sequencia que não foram feitos por mim. Seguem pedidos realizados e que não reconheço.1187070384841186118707038485280511872703849745621187270384979788Smartphone, geladeira e outras coisas. Esse [Editado pelo Reclame Aqui] me parece recorrente no site ou aplicativo de compras online do Magalu. Alguém teve acesso a minha conta, inseriu novos cartões de crédito e outros endereços de entrega e fazem várias compras dessa forma. Fiz a alteração da senha de acesso mas não adianta, as compras continuam sendo feitas. Consegui cancelar uma das compras mas as outras só podem ser canceladas após a aprovação do pedido. O que se percebe é que o sistema da empresa é falho e deixa margem para essas tentativas de compras indevidas que causam transtornos aos consumidores. O melhor é cancelar o cadastro. Espero providências sobre o problema."
PRODUTO NÃO ENTREGUE!,"Comprei um ventilador de teto nesta instituição e consta com entregue e nunca recebemos, abrimos chamado e o mesmo foi cancelado sem tratativa de acordo, sendo assim até a presente data não recebi, foi gerado um novo protocolo para tentarmos resolver a questão de n 63625495, peço brevidade na resolução visto que compramos por termos urgência."
"Pedido consta como entregue, mas não o recebi ","No dia 14/11/2022 fiz uma compra no site Magalu / Magazine Luiza, pedido N 1186670383815461, produto vendido por ZZ Cosméticos CNPJ: 34.333.596/0001-63, o qual seria entregue pela transportadora Log Manager LTDA CNPJ: 40.317.555/0001-86.No anúncio dizia que a compra seria entregue no mesmo dia, e assim permaneceu após a compra, com o rastreamento sendo atualizado conforme as etapas para a entrega.Após esperar literalmente o dia todo, às 21:31h da noite, o código de rastreamento seguido de uma notificação do APP Magalu, atualizam afirmando que o pedido foi entregue no meu endereço, com as seguintes informações:14-11-2022 21:31:52EntregueRecebedor: PauloDocumento do Recebedor: 58522525222Grau de Relacionamento: PORTEIRO / ZELADOR / SINDICOFui verificar na portaria do condomínio, se havia chegado a minha encomenda, mas o síndico disse que nada havia chegado, e que muito menos há algum funcionário chamado Paulo no condomínio.Após verificar o perfil da transportadora Log Manager LTDA no site Reclame Aqui, vi que o mesmo aconteceu com vários outros clientes, que tiveram suas encomendas ditas como entregue, mas que nunca chegaram. Entrei em contato com o único número disponível da transportadora, e a pessoa responsável respondeu com desdém, que abririam uma acareação e o prazo é de 2 a 3 dias. Consegui falar com o SAC da Magalu e o atendente super debochado, mandou eu esperar um prazo de 2 dias para um retorno, e 5 dias para a retratação da transportadora, porque é o protocolo deles.A transportadora colocou um nome e documento falso para atestar o suposto recebedor da encomenda.Prestam um serviço de merd4 e ainda debocham da cara do cliente. Estou gestante e esse estresse está me custando muito.Vou estar correndo atrás de uma indenização, pra acabar com a gracinha de vocês."
Pedido não entregue,"Depois de esperar quase 2 meses, o prazo de entrega era até dia 14 de novembro e a cama foi comprada dia 26 de setembro, não recebi um aviso nem nada da loja até hoje, fui falar no chat da loja sobre o pedido, não foi feito nem a nota fiscal, e disseram que tem um novo prazo até dia 03/01 isso é um absurdo, aumentam o prazo, não avisam, nem se quer mandaram meu produto..imagina esperar 4 meses para receber uma cama? dormindo no chão.. falta de respeito! Vendem e não tem o produto."
Guarda roupa ,Comprei um guarda roupa  paguei para montar fui  colocar os cabides só q a porta não fecha por  ser pequeno cabideiro agora tô no prejuízo pq paguei p montar e vou ter q pagar p desmontar como faço agora com reembolso desse  prejuízo 
Material de plastico,"Pé de plástico da cama quebrou no primeiro dia de uso.Comprei uma cama, que chegou 12, estava viajando, por isso, só usei ontem, e de ontem pra hoje o pe que é de plástico quebrou. Estou abismada. Uma cama, com um baú de madeira com o peso de quase 18kg, feito para suportar 180kgs e feito com pés de plásticos"
Solicitação cartão de crédito ,"boa tarde! meses atrás tive um cartão da Magalu, porém solicitei o cancelamento dele e quebrei por motivos pessoais! Essa semana solicitei um cartão novo da Magalu, preenchi tudo certinho porém o primeiro email que recebi falou que estava em análise e já tem 4 dias, recebi outro email falando que não era possível solicitar um novo cartão porque meu nome tinha restrição e aguarda 8 meses novamente pra solicitar outro! mais meu nome está limpo, não tem nenhuma restrição e gostaria de uma resposta porque só fica em análise e nada de uma resposta "
Muita demora e atraso na entrega,"Resumo: entrega de que era pra ser de dois dias úteis está atrasada desde faz 15 dias e empresa não cumpre com as previsões de entrega.Consumidor, se seu produto começar a atrasar, cancele e peça em outro lugar!Pedi um kit de shampoo e condicionador que deveria ser entregue dia 03/11, logo no dia 01/11 foi indicado que o mesmo estava com a transportadora, porém nunca saiu desse status. Entrei em contato logo no começo do atraso, informando que entendia a situação, já que haviam estradas bloqueadas e que atrasavam diversas entregas. Fui informado que o produto seria entregue dia 09/11, mas não foi. Entrei em contato novamente, não me deram nenhuma explicação e me deram a data de 14/11, mas ainda não tem indicação de que saiu pra entrega."
Compra com atraso na entrega e cancelada sem aviso prévio,"Comprei 2 pacotes de fraudas que estavam com preço mais acessível e estava com entrega rápida, pois fraudas é um produto que não se pode esperar por muito tempo, porém não vieram entregar no sábado como estava esperando, mais o prazo terminaria na segunda feira, porém não vieram entregar, estava em casa o dia todo, e informaram no site que não havia ninguém, sendo o numero da residencia estava errado, erro da empresa, liguei e informei o erro e falaram que faria uma nova tentativa em 2 dias, no protocolo 63553160, ai hoje aparece no aplicativo um vale compras no mesmo valor da compra, tornei ligar e a Jessica pelo protocolo 63623006 me informou que minha compra foi cancelada, que teria a opção do vale compras, e o reembolso só daqui 30 dias na fatura, ou o reenvio do produto com o prazo de entrega para dia 22.Estou precisando das fraudas, não tenho mais como comprar pois já usei meu limite do cartão e estou desesperada. não posso esperar até dia 22"
Pedido cancelado,"Fiz uma compra ontem de um perfume Carolina Herrera e, após a aprovação do pedido, recebo um email comunicando que o mesmo foi cancelado, alegando "" que ocorreu um problema de comunicação junto a administradora"". Ocorre que a compra já foi paga, via pix.Quero saber quando a Magslu vai devolver o MEU dinheiro. Aguardo urgente um posicionamento da empresa."
Devolução do produto ,"Efetuei a compra e mandaram o produto  na diferente  da cor que comprei, pedi pra cancelar o pedido e eles me enviaram um código de postagem, porém os Correios não aceitaram devido a altura exceder um metro que é  o permitido, ligo pra lá  ficam de me dar um retorno e nada, ligo novamente e me pedem pra aguardar e não  resolvem. "
Recebi um produto diferente,"Meu produto estava para chegar com data prevista para 2 dias após a compra ,no caso amanhã dia 17/11 . Veio hoje , o porém é que como minha sogra que recebeu ,não sabia qual a marca que eu havia comprado . Veio com a caixa toda lascada ,violada parecendo ser produto devolvido ou de mostruário. Fui olhar um papel colado na caixa e era no nome de outra pessoa . Fiquei mais frustrada quando tentei falar com a loja pelo chat e não consegui ,tentei fazer a troca pelo site mas não conseguia concluir , tentei então o cancelamento e foi de primeira .Por fim , eu queria o produto que comprei . Precisava de imediato . Compro tudo pela internet para não precisar sair ,mas antes tivesse ido na loja do que passar por isso . Desapontada !"
solicitei o cancelamento no dia 5 de outubro e sigo sem solução,"Eu efetuei a compra de uma cadeira e recebi no dia 3 de outubro. Não gostei do produto e solicitei a devolução e reembolso no dia 5 de outubro. No entanto, até hoje sigo esperando a retirada da cadeira e não retornam minhas mensagens e e-mails. Preciso de um retorno da loja."
Atendimento péssimo! ,"Comprei um sofá mobly pela magalu. A entrega foi pontual, achei ele bem bonito. Mas aquele bonito mas ordinário, faz muito barulho e com menos de 01 mês quebrou! Mandei msg pelo aplicativo magalu, responderam rápido e falaram que mandariam buscar e fariam o reembolso. Aí começaram os problemas, falaram q iriam buscar dia 28 mas não foram. Foram dia 30/10 de manhã cedinho. A empresa disse que em 2 dias úteis dariam retorno sobre o reembolso e NADA! Já tem mais de 15 dias, eu sem sofá, só ficam falando pra aguardar mais. E hoje ainda mandam uma mensagem agendando a coleta do sofá pro dia 18. Que sofá que vão coletar se já levaram? E não tem telefone, só dá pra falar pelo aplicativo.. preciso de uma resolução!"
Entrega atrasada !!!,Pedido foi mudado o dia da entrega até agora não recebi minha encomenda !!!
Atraso entrega ,"Boa tarde, fiz uma compra de um Fone de ouvido Bluetooth Pro 4 Otto Pequeno, no site da Magalu, no dia 07/11/2022 ás 14:15 o pagamento foi aprovado no mesmo dia ás 14:20, com data de entrega 11/112022 porém até o momento não chegou, e nem a NF foi emitida, fiz protocolo no na sexta-feira 11/11/2022 e o fornecedor tinha 2 dias pra retonar, liguei novamente, pra Magalu, mas o fornecedor não emitiu NF ainda, fica difícil, você compra algo num site que diz ser confiável, esperando o produto na data e não chega, e a empresa não tem resposta, pois é vendido pelo site, mas de um fornecedor parceiro. "
Robo aspirador devolvido e nao reembolsado,"Comprei um aspirador robo Kabum smart 700 no dia 06/09 apresentou problemas,  e foi devolvido no dia 28/10 conforme codigo de devoluçao fornecido pela empresa, e no entanto ainda nao foi reembolsado. Comprei, paguei, devolvi e nao fui ressarcido. "
Pedido entregue errado. ,"Pedi um rack e me entregaram 2 caixas com meu nome endereço e marca das caixas tudo certinho. A hora que o montador abriu para montar uma caixa não condiz com a outra, uma caixa peças escuras e brancas como se fosse um painel, e a outra a metade do rack. Entrei em contato para cancelar dentro do prazo e não obtive resposta, entrei novamente agora e falou que passou o prazo. Quero devolver todo o produto ou receber a outra metade certa. "
Entrega não realizada nas datas ptevistas,"Realizei uma compra no dia 08/11 com previsão de entrega no dia 10/1. A transportadora alegou que não encontrou o endereço e retornou com a mercadoria, porém durante todo o dia havia quem recebesse a mercadoria e os pontos de referência estavam claros. Foi reagendado para o dia 14 e até o momento não realizaram a entrega.Em contato com o SAC da Magazine, não foi solucionado o problema, alegaram que como o produto está com a transportadora nada pode ser feito.Perdi meu tempo, vou perder um cliente e não sei o que faço.."
Produto veio com avaria,"Minha sogra comprou um kit com duas poltronas no app do Magalu, o pedido chegou dia 07/11 e como estava pintando a casa, não abriu de imediato. Dia 15/11 ela abriu a embalagem e verificou que uma das poltronas estava rasgada. Tentamos entrar em contato com o SAC Magalu, porém não atendem. Gostaríamos de resolver essa situação."
Desejo o reembolso e não vale compra que foi oferecida pela magazine luiza,"Olá, comprei uma escova que era pra ser entregue no dia 11 de novembro, como não foi entregue cancelei a compra, e no dia 12 de novembro o entregador veio entregar eu recusei, mas foi estornado como vale compra, onde não pedi essa opção, desejo o estorno em meu cartão, pois já comprei a escova em outra loja."
Magazine Luiza e Consul atendimento péssimo ,Estou aguardando contatome.chamaram ZAP mas não resolveram nada estou estressada comprei uma máquina sou cardíaca. E porcaria só pode ter vindo com defeito não faz os processos e ninguém me resolve e nem atende de uma vez Tô cansada já Maldita hora que comprei está Consul nunca usei está marca por economia deixei de comprar Brastemp Agora a magazine Luiza anão responde e nem a. Consul para resolver 
COBRANCA INDEVIDA,"TEM UMA COBRANÇA NO MEU CARTAO DE CREDITO QUE DESCONHEÇO, TENTEI VERIFICAR JUNTO A EMPRESA SEM SUCESSO.DATA NA FATURA 16/10 MLP *MAGAZINELU01/03 400,72"
AVISO SOBRE ESTORNO EM 2 FATURAS ,"COMPREI UM NOTEBOOK E DECIDI CANCELAR A COMPRA DEVIDO TER SIDO MUITO CARO PELO QUE ELE PROPORCIONA,ENFIM FOI TUDO CANCELADO OK MAS EU RECEBI UM AVISO QUE O ESTORNO IA SER FEITO EM ATÉ NO MÁXIMO DUAS FATURAS,E EU NÃO ACEITO PAGAR POR ALGO QUE EU NEM USEI E RECEBER COMO CRÉDITO NO FUTURO,O PRODUTO FOI CANCELADO NO ATO DA ENTREGA E PELA LEI EU EXIGO O MEU ESTORNO EM NO MÁXIMO 30 DIAS ÚTEIS,CASO DESCUMPRAM A LEI EU IREI TER QUE INFELIZMENTE IR ATRÁS DOS MEUS DIREITOS,AFINAL PARA FAZER UM ESTORNO DEPENDE DA BOA VONTADE DA EMPRESA E IR NO SISTEMA E CANCELAR A OPERAÇÃO DE UMA FORMA SIMPLES NO CARTÃO E NA NOTA FISCAL COMO FAÇO NA MINHA EMPRESA TAMBÉM. UMA GRANDE FALTA DE RESPEITO COM O CONSUMIDOR,POIS USAM DE[Editado pelo Reclame Aqui] O SEU DINHEIRO AS VEZES ATÉ O ÚLTIMO DIA ÚTIL DO PRAZO PARA TAPAR OS BURACOS FINANCEIROS DA EMPRESA. E EU NÃO SOU BANCO PRA FICAR FINANCIANDO ESSES ESQUEMAS. "
Entrega atrasada e descaso da empresa,"No dia 11/11, fiz um pedido de um iphone 12 (1185970383298489)  atraves do site da MAGALU e paguei com cartão de crédito, ao concluir o pedido, ví que o iphone 13 estava na mesma condição comercial e solicitei a troca através de vale compras (Pedido: 1186170383469902). Conclui o pedido. o prazo de entrega era até 14/11, porém, até a presenta data não recebi o pedido e não tem previsão. Diante disto, solicitei o cancelamento, mas a empresa quer me disponbilizar apenas o vale compras. Não quero!!! Quero o estorno do cartão onde a primeira compra foi efetuada. Tenho urgencia, pois, já comprei em outro lugar o que precisava."
PEDIDO ATRASADO E MINHA OBRA PAROU !,"Boa tarde a todos, comprei um impermeabilizante na Magalu e está à dois dias atrasada a entrega. Foi pago com o pix para que a entrega fosse mais rápida. O PEDREIRO ESTÁ PARADO AGUARDANDO. Ele tem outras obras e a minha está parada.não consigo falar com o SAC da loja: só gravações. esperei 15 minutos no telefone e não fui atendida."
Comprei um aspirador aspirador de pó e água electrolux 1400w. ,Comprei um aspirador aspirador de pó e água electrolux 1400w. Ele veio faltando a espuma de filtrar. Tentei contato e não conseguir;...Horrivel
A DEVOLUÇÃO NÃO FOI REALIZADA DEVIDO À INCOMPETÊNCIA DA EMPRESA!!!,"Primeiramente, comprei uma cadeira gamer na Magalu e após pouquíssimos meses de uso ela já apresentou problema na elevação a gás dela ( JA SENDO MOTIVO PARA RECLAMAÇÃO,POIS UMA CADEIRA CARA DAQUELA APRESENTAR PROBLEMA EM TÃO POUCO TEMPO JA É UM ABSURDO!!). Com isso, após algum tempo , solicitei a troca da cadeira e me foi dito que iriam fazer a retirada até o dia 08/11, entretanto, apenas no dia que era pra ser a retirada, que me foi informado que seria pro dia 10/11 e que ela deveria estar desmontada, todavia, nesse dia teria apenas minha mãe em casa e ela sozinha não teria condições de desmontar a cadeira sozinha, então ela perguntou para a atendente se ela poderia entregar a cadeira montada e se não pudesse ela remarcaria a coleta da cadeira. A atendente disse que não teria problema e com isso, seguiu marcado a coleta pro dia 10. No dia 10, foram buscar a cadeira só que disseram para ela que ela deveria estar desmontada e foram embora, contrariando o que foi dito pela atendente. Tendo isso em vista, entrei novamente em contato com a empresa e até hoje não recebi NENHUM retorno e minha cadeira segue lá. TOTAL DESCASO E FALTA DE COMPETÊNCIA POR PARTE DA MAGALU, ABSURDO !!!!!!!"
Fui enganado,Comprei um produto na loja e me envierao outro estou tentando trocar faz 1 meis e ate agora nada.
transtorno,"transtorno so para trocar um produto que a transportadora mandou tudo quebrado,"
Pedido devolvido e Magazine Luiza não devolve o valor!!,"Em 22/10/2022 paguei via PIX e realizei o pedido online na Magazine Luiza de um relógio Samsung galaxy watch 4 LTE, porém ao recebê-lo em 24/10/2022 e utilizá-lo constatei que foi enviado o modelo diferente, veio o Samsung galaxy watch 4 BT, ou seja, veio a versão bluetooth, quando na verdade eu comprei a versão LTE. Percebi a divergência ao tentar incluir plano de dados no relógio, o que eu não consegui pelo fato de ter sido enviado o modelo errado. Devolvi o produto errado em 31/10/2022 e a Magazine Luiza recebeu de volta no dia 7/11/2022 e aí que a minha luta se inicia. Desde então a loja simplesmente ignora minhas ligações e contatos por chat, informando que eu devo aguardar o prazo de avaliação para depois emitirem o reembolso em minha conta. Já se passaram 10 dias e a cada novo contato os atendentes informam prazos diferentes. Primeiro eram 5 dias úteis de solução, depois 7 e agora terei de aguardar 10 dias úteis para ter o valor ressarcido em minha conta. A loja está descumprindo o parágrafo único do Artigo 49 do Código de Defesa do Consumidor que estabelece que ""se o consumidor exercitar o direito de arrependimento previsto neste artigo, os valores eventualmente pagos, a qualquer título, durante o prazo de reflexão, serão devolvidos, de imediato, monetariamente atualizados."" Ou seja, o que deveria ter sido devolvido imediatamente, até mesmo antes de a loja ter recebido a devolução, a Magazine Luiza está levando mais de 10 dias para realizar. Espero que depositem meu valor o mais breve possível para evitar transtornos maiores."
Preciso acionar a garantia da lava e seca LG,Painel da lava e seca está queimando (alguns cursores do painel estão se apagando)  e não consigo acionar a garantia do produto.
Realizaram uma compra utilizando a minha conta na Loja Virtual,"Recebi um e-mail e whatsapp me informando a respeito da compra de uma Tv na Magazine Luiza. Acessei minha conta através do site e a mesma realmente estava constando; com o pagamento em um cartão que desconheço e para a entrega em um endereço diferente do meu. O site não disponibiliza nenhum canal ou meio de cancelamento, assim fica complicado de informar. Assim, solicito o cancelamento da compra em meu nome."
Empresa com descaso ao cliente,"Efetuei a compra de um HD Externo Seagate Backup Plus Hub 10TB USB 3.0 Preto STEL10000400 no dia 06/10 no valor de R$1499+frete. Quase 1 semana depois, recebo um email dizendo que iriam atrasar o envio e para que eu não fosse prejudicado, cancelariam e eu teria que refazer a compra. Dia 14/10 cancelaram meu pedido, todavia agora no site o produto está acima de R$2200 (conforme imagem em anexo), ou seja, quase R$800 a mais do que paguei inicialmente. Então cancelam minha compra unilateralmente e eu que devo arcar com essa diferença nos valores? Lembrando que em MOMENTO ALGUM solicitei cancelamento, e estava aguardando o envio, independente se fosse demorar mais que o usual!Minha ultima reclamação IGNORARAM! Fui feito de besta quase 1 mes esperando a posição deles."
"Falta de comunicação da empresa com a transportadora, e total desrespeito da transportadora com o cliente","Eu fiz a compra de um iPhone 11 com a loja on-line, porém, um dia depois, pedi o cancelamento da compra, pois achei em outro lugar mais barato e optei por cancelar. Fui informada pela loja, que como já haviam emitido a nota fiscal e o produto já tinha sido entregue a transportadora, eu deveria recusar a entrega desse produto quando ele fosse entregue. Até aí ok. Já fiz isso com outras entregas, conheço muito bem a logística. Caso não fizesse isso, e o produto fosse entregue, eu teria que fazer a postagem dele nos correios, o que eu não queria fazer. Fiquei em casa todos os dias, desde a compra, pra poder estar presente quando a tentativa de entrega fosse feita. No data marcada para a entrega, ela foi adiada, acredito que devido às chuvas. No outro dia, cedo foi feita a tentativa de entrega. Recusei. O entregador não pediu que eu assinasse nada, disse que ele mesmo colocaria a informação no aplicativo deles. Tudo bem. Menos um problema. Ao meio dia, recebo uma mensagem dizendo que foi feita uma tentativa de entrega e não tinha ninguém, que uma nova tentativa de entrega seria feita. Liguei imediatamente no SAC, me disseram para desconsiderar a mensagem, que constava no sistema que ela tinha sido enviada no dia anterior as 23h, mas impossível, tinha chegado naquele momento. Tudo bem, desconsiderei, meu processo de cancelamento estava em andamento. Isso era dia 15.11.22. Hoje, dia 16.11, recebo uma mensagem dizendo que meu pedido foi entregue, nem em casa eu estou, pois tinha um compromisso, que eu não desmarquei pois achei que estava tudo resolvido, mas os entregadores não anotaram minha recusa pelo jeito, foram lá e entregaram o objeto para a minha vizinha, dona da loja que fica embaixo do meu apartamento. Então não adianta a recusa, os entregadores entregam mesmo assim. Vou ter que ir nos correios, todo o estresse e informações passadas não se conversam, não se conectam. Muito chateada. "
data de entrega indevida," Dia 24/10 comprei uma cafeteira italiana  no site, no dia tinha um aviso de opção pgto no  pix retirada no  dia seguinte na loja, fiz a compra e finalizando  apareceu 6 dias uteis após o pagamento para retirar o produto , porém até o dia de hoje 16/11 o produto ainda não está disponível para retirada"
Extremo pouco caso com o consumidor ,"Estou aqui pela segunda vez tentando resolver a cama q comprei no dia 04/10. Já paguei duas parcelas, e até agora não recebi . Estamos dormindo no chão.  E hj eles querem q eu  cancele meu pedido , sendo q vão me ressarcir daqui a 30 dias, e q compre o mesmo produto em outro site..ou seja querem se livrar do problema e eu que me vire com essa porcaria de Móveis Fênix ( que nunca mais compro nada) . Vcs tem q resolver meu problema,  e não me dar outro no lugar.  Pq vcs não me ressarcem na hora q cancelo então????? Depois de 40 dias dormindo no chão ainda tenho q ouvir isso???E q nem sabem qdo vão entregar????Exijo uma resposta agora!!!! Pois estou pagando um produto q nem recebi e passando por essa humilhação. "
MERCADORIA NÃO ENTREGUE,"No dia 31/10 fiz compra de 05 produtos. Houve uma demora, ultrapassando o prazo descrito no site para entrega, porém após alguns dias foram entregues parte dos produtos, porém existem 02 produtos que até o momento não me foi entregue. No site consta no status como produto coletado no lojista, mas não atualiza onde está o produto. Outro produto que estava em atrasado e que finalmente chegou, me deram o prazo até amanhã para ir retirar em um loja física, mas os outros 02 faltantes conforme mencionei acima, nada é dito. Não quero me deslocar para buscar o produto disponibilizado sem saber quando os outros 02 produtos serão entregues, afinal tenho que me deslocar da minha zona de conforto para buscar um produto e voltar na loja novamente, quando disponibilizarem os outros 02, mas que nem o próprio site informa quando será a entrega."
Cobrança indevida. ,"Na noite do feriado de 15/11/2022 apareceu no meu app do Mercado Pago, na aba ""pagar contas"" um boleto do Pagar.me de mais de R$ 2700,00 com o meu CPF e pagador ""Stress Test"". Ele vence hoje, dia 16/11. O boleto foi emitido pela Caixa Econômica Federal e quando consulto o site do Pagar.Me para ver do que se trata a cobrança, apenas diz que a origem do boleto é da Magalu, porém nunca comprei nada lá, nem a vista e nem a prazo. Já conversei com uma atendente do Pagar.Me e me orientaram a procurar o Magalu."
Produto não entregue - atrasado 5 dias ,"Efetuei a compra de uma blusa no site da MAGAZINE LUIZA dia 09/11 e na  entrega escolhida informou que o produto seria entregue em até 2 dias úteis, no caso 11/11. Hje são 16/11 e nem sinal da entrega. Fui ao site para buscar ajuda, só apareceu um campo para enviar mensagem e que a mesma seria respondida e também nada.  "
Magalu só enrola os clientes ,Fiz a compra de um ps5 na app do Magalu até agora não me entregaram compra feira no dia 9/10/22 n do pedido 1176870375565934 tentaram entregar num sábado dps no outro dia as 7 h da manhã que nem consta como horário de entrega liguei reclamei no site ninguém resolveu a situação e estou esperando chegar até hj mais não sai mais para entrega para fazer a 3 tentativa muito ruim essa transportadora que usam
Boleto pago indevidamente,"Prezados,Solicito reembolso do boleto pago indevidamente na segunda-feira, dia 14/11/2022, no valor de R$193,00, referente a Baixa de um MEI (Micro Empreendedor Individual) sendo que a empresa já foi dado baixa pela contabilidade, desta forma solicito que os valores sejam devolvidos imediatamente.Att.:Flavio"
Compra / devolução regular / demora ressarcimento ,Realizei uma compra no dia 13/10 e recebi o produto dia 15/10 e fiz a devolução do produto no dia 17/10 pelos correios OV 21529780 7 BR e desde então não tive ressarcimento do valor pago. Enviei várias x o comprovante do retorno do produto aos correios (numeração acima) e desde então só enrolação já a um mês.
entrega atrasada,"comprei 2 almofadas , no dia a entrega seria com 4 dias,data da entrega 11/11/2022 - hoje é 16/11 e eles nao atualiza o sistema. mando mensagem no chat nao reconhece numero do pedido depois de muito insistencia envia data de entrega 11/11 porem ja estamos no dia 16pessima experiencia com essa loja"
Entregar atrasada,"Ola fiz uma compra pra retira na loja com seis dias ultios , ja se passaram tres dias apos a data prevista ,tento entra em contato com a magalu e n tenho nem uma resposta,  e estou precisando muito da minha compra ."
"Nem o site, nem o aplicativo estão fazendo login","Estou tentando efetuar uma compra desde segunda-feira e quando tento fazer login, fala pra eu tentar mais tarde. Tento fazer o cadastro e já diz que tenho cadastro. Não quero fazer a compra por telefone."
